id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
56086,2017-06-07 13:59:43,Incompatible with owner lifestyle,0,C1706409,981020021536709,Jean-Claude,Domestic Short Hair,Orange,Cat,2 years 1 month.,Male,Adoptable Cat Kennels,2017-07-10 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56089,2017-06-07 15:11:42,Stray,0,C1706424,981020021396092,Dragon,Domestic Short Hair,Grey,Cat,1 year 6 months.,Male,Adoptable Cat Kennels,2017-07-13 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56090,2017-06-07 15:12:29,Stray,0,C1706425,981020021510484,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,2017-06-10 00:00:00,Foster,0,2017-06-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56090,2017-06-07 15:12:29,Stray,0,C1706425,981020021510484,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,2017-06-17 00:00:00,Foster,0,2017-06-30 00:00:00,Stray,,Court Order/ Legal,0,0,0
56090,2017-06-07 15:12:29,Stray,0,C1706425,981020021510484,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,2017-07-10 00:00:00,Foster,0,2017-08-15 00:00:00,Stray,,Court Order/ Legal,0,0,0
56090,2017-06-07 15:12:29,Stray,0,C1706425,981020021510484,Katrina,Domestic Short Hair,Tortie,Cat,3 years 2 months.,Female,Adoptable Cat Big Colony,2017-09-26 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56094,2017-06-07 15:12:29,Stray,0,C1706429,981020021495026,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-06-10 00:00:00,Foster,0,2017-06-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56094,2017-06-07 15:12:29,Stray,0,C1706429,981020021495026,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-06-17 00:00:00,Foster,0,2017-06-30 00:00:00,Stray,,Court Order/ Legal,0,0,0
56094,2017-06-07 15:12:29,Stray,0,C1706429,981020021495026,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-07-10 00:00:00,Foster,0,2017-08-17 00:00:00,Stray,,Court Order/ Legal,0,0,0
56094,2017-06-07 15:12:29,Stray,0,C1706429,981020021495026,Kane,Domestic Short Hair,Buff,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56095,2017-06-07 15:12:29,Stray,0,C1706430,981020021465417,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,2017-06-10 00:00:00,Foster,0,2017-06-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56095,2017-06-07 15:12:29,Stray,0,C1706430,981020021465417,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,2017-06-17 00:00:00,Foster,0,2017-06-30 00:00:00,Stray,,Court Order/ Legal,0,0,0
56095,2017-06-07 15:12:29,Stray,0,C1706430,981020021465417,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,2017-07-10 00:00:00,Foster,0,2017-08-17 00:00:00,Stray,,Court Order/ Legal,0,0,0
56095,2017-06-07 15:12:29,Stray,0,C1706430,981020021465417,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,2017-08-19 00:00:00,Adoption,0,2017-09-08 00:00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56095,2017-06-07 15:12:29,Stray,0,C1706430,981020021465417,Katie,Domestic Short Hair,Brown,Cat,1 year 5 months.,Female,Adoptable Cat Middle Colony,2017-09-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56096,2017-06-07 15:12:29,Stray,0,C1706431,981020021481563,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-06-10 00:00:00,Foster,0,2017-06-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56096,2017-06-07 15:12:29,Stray,0,C1706431,981020021481563,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-06-17 00:00:00,Foster,0,2017-06-30 00:00:00,Stray,,Court Order/ Legal,0,0,0
56096,2017-06-07 15:12:29,Stray,0,C1706431,981020021481563,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-07-10 00:00:00,Foster,0,2017-08-17 00:00:00,Stray,,Court Order/ Legal,0,0,0
56096,2017-06-07 15:12:29,Stray,0,C1706431,981020021481563,Kinser,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56097,2017-06-07 15:12:29,Stray,0,C1706432,981020021467360,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-06-10 00:00:00,Foster,0,2017-06-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56097,2017-06-07 15:12:29,Stray,0,C1706432,981020021467360,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-06-17 00:00:00,Foster,0,2017-06-30 00:00:00,Stray,,Court Order/ Legal,0,0,0
56097,2017-06-07 15:12:29,Stray,0,C1706432,981020021467360,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-07-10 00:00:00,Foster,0,2017-08-17 00:00:00,Stray,,Court Order/ Legal,0,0,0
56097,2017-06-07 15:12:29,Stray,0,C1706432,981020021467360,Kylie,Domestic Short Hair,Torbie,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-08-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56098,2017-06-07 15:12:29,Stray,0,C1706415,981020021530058,Mango Ma`am,Domestic Short Hair,Grey and White,Cat,1 year 7 months.,Female,Lobby,2017-06-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56099,2017-06-07 15:12:29,Stray,0,C1706418,981020021812199,Rizzo,Domestic Short Hair,Grey and White,Cat,2 years 3 months.,Male,Cat room B,2017-06-11 00:00:00,Adoption,0,2019-07-13 00:00:00,Incompatible with other pets,2019-07-20 00:00:00,TM - Treatable Manageable,0,1,0
56100,2017-06-07 15:12:29,Stray,0,C1706422,981020021833186,Lenny,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,2017-06-16 00:00:00,Adoption,0,2018-07-28 00:00:00,Moving,,Court Order/ Legal,0,0,0
56100,2017-06-07 15:12:29,Stray,0,C1706422,981020021833186,Lenny,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,2018-08-13 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56101,2017-06-07 15:12:29,Stray,0,C1706423,981020021785319,Socks,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Male,Adoptable Cat Big Colony,2017-06-16 00:00:00,Adoption,0,2018-07-28 00:00:00,Moving,,Court Order/ Legal,0,0,0
56101,2017-06-07 15:12:29,Stray,0,C1706423,981020021785319,Socks,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Male,Adoptable Cat Big Colony,2018-08-13 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56102,2017-06-08 10:21:44,Stray,0,C1706433,"",Nekosha,Domestic Short Hair,White and Grey,Cat,4 weeks.,Male,Shelter,2017-06-08 00:00:00,Foster,0,2017-08-25 00:00:00,Stray,2017-06-22 00:00:00,Died in care,0,0,0
56104,2017-06-08 13:26:52,Incompatible with owner lifestyle,0,C1706426,981020021542389,Wintery,Manx/DSH,Black and Brown,Cat,2 years 11 months.,Female,Adoptable Cat Big Colony,2017-06-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56105,2017-06-08 14:53:18,Incompatible with owner lifestyle,0,D1706427,981020021521968,Jovany,Miniature Pinscher/Jack Russell Terrier,Black and Tan,Dog,11 years 5 months.,Male,Adoptable Dogs,2017-06-22 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56106,2017-06-08 16:00:58,Stray,0,C1706435,981020021475752,Audrey,Domestic Short Hair,Orange,Cat,1 year 6 months.,Female,Adoptable Cat Middle Colony,2017-06-10 00:00:00,Foster,0,2017-08-07 00:00:00,Stray,,Court Order/ Legal,0,0,0
56106,2017-06-08 16:00:58,Stray,0,C1706435,981020021475752,Audrey,Domestic Short Hair,Orange,Cat,1 year 6 months.,Female,Adoptable Cat Middle Colony,2017-08-08 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56107,2017-06-08 16:00:58,Stray,0,C1706436,"",Beatrice,Domestic Short Hair,Orange,Cat,4 weeks.,Female,Feline Nursery,2017-06-10 00:00:00,Foster,0,2017-08-25 00:00:00,Stray,2017-06-19 00:00:00,Died in care,0,0,0
56108,2017-06-08 16:00:58,Stray,0,C1706437,981020021069538,Pumpkin,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-21 00:00:00,Stray,,Court Order/ Legal,0,0,0
56108,2017-06-08 16:00:58,Stray,0,C1706437,981020021069538,Pumpkin,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Lobby,2017-07-21 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56110,2017-06-09 13:08:40,Police Assist,0,C1706084,"",Ruby,Domestic Medium Hair,Orange,Cat,9 years 5 months.,Female,Stray Cats,2017-06-25 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56111,2017-06-09 13:19:59,Police Assist,0,C1706438,"",Jeffrey,Domestic Short Hair,Black and Brown,Cat,9 years 5 months.,Male,Stray Cats,2017-06-25 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56112,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706428,981020021007926,Chuckles,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-09 00:00:00,Stray,,Court Order/ Legal,0,0,0
56112,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706428,981020021007926,Chuckles,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,2017-07-15 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56113,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706439,981020021036360,Fuzz cat,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-09 00:00:00,Stray,,Court Order/ Legal,0,0,0
56113,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706439,981020021036360,Fuzz cat,Domestic Short Hair,Buff,Cat,1 year 7 months.,Male,Lobby,2017-07-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56114,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706440,981020021014257,Tickles,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-09 00:00:00,Stray,,Court Order/ Legal,0,0,0
56114,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706440,981020021014257,Tickles,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-07-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56115,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706441,981020021059475,Sea Turtle,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-09 00:00:00,Stray,,Court Order/ Legal,0,0,0
56115,2017-06-09 13:27:36,Unsuitable Accommodation,0,C1706441,981020021059475,Sea Turtle,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Lobby,2017-07-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56116,2017-06-09 13:39:59,Stray,0,C1706442,"",Magic,Domestic Short Hair,Black and grey,Cat,2 years 5 months.,Female,Stray Cats,2017-06-15 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56119,2017-06-09 15:26:07,Stray,0,C1706443,981020021061129,Tater,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoptable Cat Small Colony,2017-06-10 00:00:00,Foster,0,2017-07-18 00:00:00,Stray,,Court Order/ Legal,0,0,0
56119,2017-06-09 15:26:07,Stray,0,C1706443,981020021061129,Tater,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoptable Cat Small Colony,2017-08-22 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56120,2017-06-09 15:26:07,Stray,0,C1706444,981020021044220,Hayden,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Lobby,2017-06-10 00:00:00,Foster,0,2017-07-18 00:00:00,Stray,,Court Order/ Legal,0,0,0
56120,2017-06-09 15:26:07,Stray,0,C1706444,981020021044220,Hayden,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Lobby,2017-07-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56121,2017-06-09 15:26:07,Stray,0,C1706445,981020021049992,Dora,Domestic Short Hair,Calico,Cat,1 year 6 months.,Female,Office,2017-06-10 00:00:00,Foster,0,2017-07-06 00:00:00,Stray,,Court Order/ Legal,0,0,0
56121,2017-06-09 15:26:07,Stray,0,C1706445,981020021049992,Dora,Domestic Short Hair,Calico,Cat,1 year 6 months.,Female,Office,2017-07-07 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56122,2017-06-09 16:18:51,Stray,0,C1706446,981020021057030,Darlene,Domestic Short Hair,Black,Cat,1 year 6 months.,Female,Lobby,2017-06-12 00:00:00,Foster,0,2017-07-05 00:00:00,Stray,,Court Order/ Legal,0,0,0
56122,2017-06-09 16:18:51,Stray,0,C1706446,981020021057030,Darlene,Domestic Short Hair,Black,Cat,1 year 6 months.,Female,Lobby,2017-07-06 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56123,2017-06-09 16:56:11,Stray,0,C1706447,981020021047451,Rowan,Domestic Short Hair,Black and White,Cat,3 years 6 months.,Male,Adoptable Cat Big Colony,2017-07-02 00:00:00,Foster,0,2017-07-23 00:00:00,Stray,,Court Order/ Legal,0,0,0
56123,2017-06-09 16:56:11,Stray,0,C1706447,981020021047451,Rowan,Domestic Short Hair,Black and White,Cat,3 years 6 months.,Male,Adoptable Cat Big Colony,2017-08-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56124,2017-06-09 16:56:11,Stray,0,C1706448,981020021028741,Emilio,Domestic Short Hair,Black and Brown,Cat,5 years 6 months.,Male,Adoptable Cat Middle Colony,2017-07-18 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56125,2017-06-09 17:35:44,Incompatible with owner lifestyle,0,D1706442,981020021850957,Bailey,Shep Mix,Black,Dog,2 years 11 months.,Female,Special Care Dogs,2017-06-30 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56126,2017-06-09 17:42:44,Stray,0,D1706449,981020021859877,Lily Ann,Pitbull,Blue,Dog,2 years 8 months.,Female,Stray Dogs Theta,2017-07-08 00:00:00,Adoption,0,2017-12-20 00:00:00,Incompatible with owner lifestyle,2018-02-08 00:00:00,Biting,0,1,0
56127,2017-06-09 17:49:04,Stray,0,D1706450,"",Apollo,Husky,Brown and White,Dog,3 years 6 months.,Male,Stray Dogs Theta,2017-06-09 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56128,2017-06-09 17:54:34,Allergies,0,D1706443,985113000357946,Chloe,Labrador Retriever,Black,Dog,3 years 2 months.,Female,Adoptable Dogs,2017-06-21 00:00:00,Adoption,0,2019-01-22 00:00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56128,2017-06-09 17:54:34,Allergies,0,D1706443,985113000357946,Chloe,Labrador Retriever,Black,Dog,3 years 2 months.,Female,Adoptable Dogs,2019-02-09 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56130,2017-06-09 18:19:36,Stray,0,C1706451,981020021801958,Jett,Domestic Short Hair,Black,Cat,4 years 5 months.,Female,Adoptable Cat Kennels,2017-06-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56131,2017-06-09 18:27:51,Moving,0,G1706444,"",Century,American Crested,Red,Guinea Pig,4 years 5 months.,Female,Lobby,2017-06-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56132,2017-06-09 18:37:00,Stray,0,C1706452,981020021042956,Ajax,Domestic Short Hair,White and Orange,Cat,4 years 5 months.,Male,Adoptable Cat Small Colony,2017-07-02 00:00:00,Foster,0,2017-07-23 00:00:00,Stray,,Court Order/ Legal,0,0,0
56132,2017-06-09 18:37:00,Stray,0,C1706452,981020021042956,Ajax,Domestic Short Hair,White and Orange,Cat,4 years 5 months.,Male,Adoptable Cat Small Colony,2017-08-15 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56133,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706445,982000402232859,Rocky,American Bulldog/Mix,White,Dog,3 years 7 months.,Male,Dog room A,2017-07-08 00:00:00,Adoption,0,2017-11-27 00:00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56133,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706445,982000402232859,Rocky,American Bulldog/Mix,White,Dog,3 years 7 months.,Male,Dog room A,2018-01-26 00:00:00,Foster,0,2018-02-11 00:00:00,Stray,,Court Order/ Legal,0,0,0
56133,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706445,982000402232859,Rocky,American Bulldog/Mix,White,Dog,3 years 7 months.,Male,Dog room A,2018-02-19 00:00:00,Foster,0,2018-02-23 00:00:00,Stray,,Court Order/ Legal,0,0,0
56133,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706445,982000402232859,Rocky,American Bulldog/Mix,White,Dog,3 years 7 months.,Male,Dog room A,2018-02-23 00:00:00,Adoption,0,2018-08-16 00:00:00,Rabies Monitoring,,Court Order/ Legal,0,0,0
56133,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706445,982000402232859,Rocky,American Bulldog/Mix,White,Dog,3 years 7 months.,Male,Dog room A,2018-09-27 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56134,2017-06-09 18:44:13,Incompatible with owner lifestyle,0,D1706446,982000365068412,Lilly,Pit Bull Terrier,White,Dog,1 year 10 months.,Female,Adoptable Dogs,2017-07-08 00:00:00,Adoption,0,,Stray,2017-11-27 00:00:00,Died in care,1,0,0
56135,2017-06-10 02:47:19,Police Assist,0,D1706085,"",Molly,Black Labrador Retriever/Mix,Black,Dog,9 years 5 months.,Female,Shelter,2017-06-10 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56137,2017-06-10 09:02:43,Landlord issues,0,D1706447,981020019387625,Zenzi,Husky,Black and White,Dog,1 year 11 months.,Female,Adoptable Dogs,2017-06-23 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56138,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706453,981020021074502,Wind,Domestic Medium Hair,Calico,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-06-30 00:00:00,Foster,0,2017-07-18 00:00:00,Stray,,Court Order/ Legal,0,0,0
56138,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706453,981020021074502,Wind,Domestic Medium Hair,Calico,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-07-21 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56139,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706454,981020021065992,Solar,Domestic Short Hair,Buff and white,Cat,1 year 7 months.,Male,Adoptable Cat Kennels,2017-06-30 00:00:00,Foster,0,2017-07-18 00:00:00,Stray,,Court Order/ Legal,0,0,0
56139,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706454,981020021065992,Solar,Domestic Short Hair,Buff and white,Cat,1 year 7 months.,Male,Adoptable Cat Kennels,2017-07-21 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56140,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706455,981020021782830,Rain,Domestic Short Hair,Grey and White,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-06-16 00:00:00,Adoption,0,2017-07-22 00:00:00,Allergies,,Court Order/ Legal,0,0,0
56140,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706455,981020021782830,Rain,Domestic Short Hair,Grey and White,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-07-28 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56141,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706456,981020021076190,Geothermal,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Lobby,2017-06-30 00:00:00,Foster,0,2017-08-02 00:00:00,Stray,,Court Order/ Legal,0,0,0
56141,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706456,981020021076190,Geothermal,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Lobby,2017-08-04 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56142,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706457,981020021800500,Tides,Domestic Short Hair,Buff and white,Cat,1 year 7 months.,Male,Adoptable Cat Small Colony,2017-06-20 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56143,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706458,981020021435817,Biodiesel,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Special Care Cats,2017-06-30 00:00:00,Foster,0,2017-08-17 00:00:00,Stray,,Court Order/ Legal,0,0,0
56143,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706458,981020021435817,Biodiesel,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Special Care Cats,2017-08-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56144,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706459,981020021051337,Ethanol,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Lobby,2017-06-30 00:00:00,Foster,0,2017-08-02 00:00:00,Stray,,Court Order/ Legal,0,0,0
56144,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706459,981020021051337,Ethanol,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Lobby,2017-08-05 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56145,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706460,981020021788010,Biofuel,Domestic Short Hair,Grey,Cat,1 year 7 months.,Female,Check-in,2017-06-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56146,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706461,981020021834181,Biomass,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Check-in,2017-06-16 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56147,2017-06-10 12:03:20,Incompatible with owner lifestyle,0,C1706462,"",Hydropower,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Special Care Cats,2017-06-23 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56149,2017-06-10 12:05:40,Stray,0,D1706464,"",Max,Labrador Retriever,Chocolate,Dog,2 years 9 months.,Male,Stray Dogs Beta,2017-06-10 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56150,2017-06-10 12:18:49,Stray,0,C1706465,"",Paws,Domestic Short Hair,Black,Cat,29 years 5 months.,Male,Stray Cats,2017-06-19 00:00:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
56151,2017-06-10 12:27:59,Moving,0,D1706466,981020021051662,Gizmo,Yorkshire Terrier,Golden,Dog,11 years 5 months.,Male,Adoptable Dogs,2017-06-30 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56152,2017-06-10 12:27:59,Moving,0,D1706467,981020021788279,Zoe,Labrador Retriever,Black,Dog,9 years 5 months.,Female,Adoptable Dogs,2017-07-21 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56153,2017-06-10 12:32:32,Incompatible with owner lifestyle,0,C1706449,981020021044733,Batgirl,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-07-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56154,2017-06-10 12:32:32,Incompatible with owner lifestyle,0,C1706450,981020021078014,Wonder Woman,Domestic Short Hair,Calico,Cat,1 year 7 months.,Female,Adoptable Cat Kennels,2017-07-11 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56155,2017-06-10 12:32:32,Incompatible with owner lifestyle,0,C1706464,981020021854464,Superman,Domestic Short Hair,Grey and White,Cat,1 year 7 months.,Male,Adoptable Cat Small Colony,2017-06-23 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56156,2017-06-10 12:32:32,Incompatible with owner lifestyle,0,C1706466,981020021058089,Antman,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Male,Lobby,2017-07-12 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56157,2017-06-10 15:05:26,Stray,0,C1706468,981020019074069,Tuffer,Domestic Medium Hair,Black and grey,Cat,4 years 5 months.,Male,Stray Cats,2017-06-10 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56158,2017-06-10 15:22:42,Stray,0,C1706469,981020021002471,Dodge,Domestic Short Hair,Black,Cat,1 year 6 months.,Male,Feline Nursery,2017-06-16 00:00:00,Foster,0,2017-07-06 00:00:00,Stray,,Court Order/ Legal,0,0,0
56158,2017-06-10 15:22:42,Stray,0,C1706469,981020021002471,Dodge,Domestic Short Hair,Black,Cat,1 year 6 months.,Male,Feline Nursery,2017-07-06 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56159,2017-06-10 15:34:59,Biting,0,D1706010,"",Wes,Shep Mix,Tan,Dog,8 years 5 months.,Male,Stray Dogs Theta,2017-06-17 00:00:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
56162,2017-06-11 14:40:48,Incompatible with owner lifestyle,0,D1706468,981020017508495,Rogue,Pitbull,Apricot,Dog,3 years 5 months.,Female,Adoptable Dogs,2017-06-17 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
56164,2017-06-12 10:02:44,Stray,0,C1706471,981020021047872,Tilly,Domestic Short Hair,Black and Brown,Cat,10 years 10 months.,Female,Adoptable Cat Big Colony,2017-07-15 00:00:00,Adoption,0,2018-07-13 00:00:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
56164,2017-06-12 10:02:44,Stray,0,C1706471,981020021047872,Tilly,Domestic Short Hair,Black and Brown,Cat,10 years 10 months.,Female,Adoptable Cat Big Colony,2018-08-02 00:00:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
